geo,ACS_INET_pct,MIS_USE_pct,MAC_PFRM_pct,MAC_ROB_pct,MAC_LSM_pct,avg_ha,avg_eur_th,lsu_per_farm,n_farms,hh_internet
SE21,89.0257558790593,31.3549832026876,15.9014557670773,14.4456886898096,33.5946248600224,56.9753639417693,125.527010078387,43.6203807390817,8930,92.95
SE22,88.0093131548312,33.9930151338766,28.4051222351572,14.4353899883586,24.0977881257276,64.2654249126892,173.390277066356,37.1641443538999,8590,96.46
SE23,86.2017804154303,29.080118694362,17.433234421365,12.8338278931751,24.406528189911,47.3857566765579,102.304925816024,28.9310089020772,13480,97.44
SE31,88.8364779874214,24.0566037735849,7.23270440251572,6.44654088050314,20.9119496855346,38.2374213836478,53.4001713836478,14.5566037735849,6360,93.82
SE32,91.554054054054,22.6351351351351,4.05405405405405,8.44594594594595,26.3513513513514,35.222972972973,51.5989695945946,16.1790540540541,2960,98.06
SE33,87.8125,23.125,4.6875,7.8125,17.5,32.71875,54.78941875,14.465625,3200,97.92
SK01,87.5,7.8125,3.125,1.5625,3.125,106.109375,201.388421875,36.84375,640,96.62
SK02,93.1133428981349,6.16929698708752,2.29555236728838,1.72166427546628,2.29555236728838,114.90243902439,169.247403156385,32.3098995695839,6970,91.13
SK03,98.2725527831094,5.75815738963532,0.575815738963532,0.767754318618042,2.68714011516315,80.5585412667946,87.1503723608445,30.700575815739,5210,92.47
SK04,97.8768577494692,7.21868365180467,1.27388535031847,1.27388535031847,3.82165605095541,110.329087048832,104.059401273885,26.6029723991507,4710,91.9
