geo,agr_inp,unit,value
DEA5,TOTAL,EUR,833930980
DEB1,TOTAL,EUR,472542330
DEB2,TOTAL,EUR,419850830
DEB3,TOTAL,EUR,1245379130
DEC0,TOTAL,EUR,106689550
DED2,TOTAL,EUR,775554490
DED4,TOTAL,EUR,756529780
DED5,TOTAL,EUR,503082620
DEE0,TOTAL,EUR,2268097410
DEF0,TOTAL,EUR,3049184300
DEG0,TOTAL,EUR,1533844440
DK,TOTAL,EUR,10759025830
DK01,TOTAL,EUR,286051530
DK02,TOTAL,EUR,1268650500
DK03,TOTAL,EUR,3591702810
DK04,TOTAL,EUR,3353076230
DK05,TOTAL,EUR,2259544750
EE,TOTAL,EUR,1033359850
EE00,TOTAL,EUR,1033359850
FI,TOTAL,EUR,3567306990
FI19,TOTAL,EUR,1342650190
FI1B,TOTAL,EUR,181687740
FI1C,TOTAL,EUR,870971240
FI1D,TOTAL,EUR,1139474480
FI20,TOTAL,EUR,32523340
FR,TOTAL,EUR,69795874680
FR10,TOTAL,EUR,1067161420
FRB0,TOTAL,EUR,4021812380
FRC1,TOTAL,EUR,3724281750
FRC2,TOTAL,EUR,1289761110
FRD1,TOTAL,EUR,2945396200
FRD2,TOTAL,EUR,1945137220
FRE1,TOTAL,EUR,3003243780
FRE2,TOTAL,EUR,3241588040
FRF1,TOTAL,EUR,1392333430
FRF2,TOTAL,EUR,4913114050
FRF3,TOTAL,EUR,1699534230
FRG0,TOTAL,EUR,6727491630
FRH0,TOTAL,EUR,8027239190
FRI1,TOTAL,EUR,5314406630
FRI2,TOTAL,EUR,995287610
FRI3,TOTAL,EUR,4075156310
FRJ1,TOTAL,EUR,2459766360
FRJ2,TOTAL,EUR,3421842310
FRK1,TOTAL,EUR,1763470610
FRK2,TOTAL,EUR,3417107200
FRL0,TOTAL,EUR,2834877250
FRM0,TOTAL,EUR,326990780
FRY1,TOTAL,EUR,178183390
FRY2,TOTAL,EUR,189500580
FRY3,TOTAL,EUR,300600400
FRY4,TOTAL,EUR,395969160
FRY5,TOTAL,EUR,124621680
HR,TOTAL,EUR,2301622310
HR02,TOTAL,EUR,1401076460
HR03,TOTAL,EUR,323601710
HR05,TOTAL,EUR,23636770
HR06,TOTAL,EUR,553307370
HU,TOTAL,EUR,8099721510
HU11,TOTAL,EUR,11892250
HU12,TOTAL,EUR,425052010
HU21,TOTAL,EUR,934539520
HU22,TOTAL,EUR,1007915610
HU23,TOTAL,EUR,1160429560
HU31,TOTAL,EUR,680069740
HU32,TOTAL,EUR,1902278750
HU33,TOTAL,EUR,1977544070
IE,TOTAL,EUR,11265264230
IE04,TOTAL,EUR,2411270690
IE05,TOTAL,EUR,6104153530
IE06,TOTAL,EUR,2749840000
LU,TOTAL,EUR,393563270
LU00,TOTAL,EUR,393563270
LV,TOTAL,EUR,1778672860
LV00,TOTAL,EUR,1778672860
MT,TOTAL,EUR,102691760
MT00,TOTAL,EUR,102691760
NL,TOTAL,EUR,27544989750
NL11,TOTAL,EUR,1275065730
NL12,TOTAL,EUR,1908156070
NL13,TOTAL,EUR,1436270480
NL21,TOTAL,EUR,2351559760
NL22,TOTAL,EUR,3554397120
NL23,TOTAL,EUR,1425774220
NL32,TOTAL,EUR,2027574290
NL34,TOTAL,EUR,1035349720
NL35,TOTAL,EUR,747484060
NL36,TOTAL,EUR,4334127660
NL41,TOTAL,EUR,5272275860
NL42,TOTAL,EUR,2176954770
NO,TOTAL,EUR,3999741100
NO02,TOTAL,EUR,750051660
NO06,TOTAL,EUR,696298040
NO07,TOTAL,EUR,254273990
NO08,TOTAL,EUR,682368940
NO09,TOTAL,EUR,456760450
NO0A,TOTAL,EUR,1159988020
PT,TOTAL,EUR,8287602630
PT11,TOTAL,EUR,1365206050
PT15,TOTAL,EUR,546958770
PT19,TOTAL,EUR,1122088830
PT1A,TOTAL,EUR,129890800
PT1B,TOTAL,EUR,206487230
PT1C,TOTAL,EUR,2829406850
PT1D,TOTAL,EUR,1285309790
PT20,TOTAL,EUR,708688840
PT30,TOTAL,EUR,93565470
RO,TOTAL,EUR,14755321380
RO11,TOTAL,EUR,2103583760
RO12,TOTAL,EUR,1800912510
RO21,TOTAL,EUR,2317685500
RO22,TOTAL,EUR,2448096870
RO31,TOTAL,EUR,2611271890
RO32,TOTAL,EUR,76771820
RO41,TOTAL,EUR,1739969160
RO42,TOTAL,EUR,1657029880
SE,TOTAL,EUR,6076341930
SE11,TOTAL,EUR,123888390
SE12,TOTAL,EUR,1295320290
SE21,TOTAL,EUR,1120956200
SE22,TOTAL,EUR,1489422480
SE23,TOTAL,EUR,1379070400
SE31,TOTAL,EUR,339625090
SE32,TOTAL,EUR,152732950
SE33,TOTAL,EUR,175326140
SK,TOTAL,EUR,2252716210
SK01,TOTAL,EUR,128888590
SK02,TOTAL,EUR,1179654400
SK03,TOTAL,EUR,454053440
SK04,TOTAL,EUR,490119780
AT,TOTAL,HA,2571720
AT11,TOTAL,HA,177290
AT12,TOTAL,HA,880430
AT13,TOTAL,HA,6280
AT21,TOTAL,HA,204480
AT22,TOTAL,HA,346350
AT31,TOTAL,HA,499010
AT32,TOTAL,HA,161470
AT33,TOTAL,HA,226510
AT34,TOTAL,HA,69900
BE,TOTAL,HA,1353420
BE10,TOTAL,HA,2900
BE21,TOTAL,HA,92900
BE22,TOTAL,HA,84170
BE23,TOTAL,HA,153880
BE24,TOTAL,HA,84220
BE25,TOTAL,HA,201430
BE31,TOTAL,HA,65590
BE32,TOTAL,HA,210520
BE33,TOTAL,HA,161030
BE34,TOTAL,HA,144950
BE35,TOTAL,HA,151830
CY,TOTAL,HA,129850
CY00,TOTAL,HA,129850
CZ,TOTAL,HA,3521210
CZ01,TOTAL,HA,17320
CZ02,TOTAL,HA,549610
CZ03,TOTAL,HA,742440
CZ04,TOTAL,HA,306440
CZ05,TOTAL,HA,564530
CZ06,TOTAL,HA,727910
CZ07,TOTAL,HA,395910
CZ08,TOTAL,HA,217050
DE,TOTAL,HA,16585540
DE11,TOTAL,HA,458140
DE12,TOTAL,HA,203760
DE13,TOTAL,HA,318710
DE14,TOTAL,HA,424340
DE21,TOTAL,HA,740540
DE22,TOTAL,HA,496670
DE23,TOTAL,HA,385430
DE24,TOTAL,HA,306850
DE25,TOTAL,HA,304760
DE26,TOTAL,HA,347040
DE27,TOTAL,HA,505210
DE30,TOTAL,HA,1910
DE40,TOTAL,HA,1297550
DE50,TOTAL,HA,7760
DE60,TOTAL,HA,14010
DE71,TOTAL,HA,238860
DE72,TOTAL,HA,199150
DE73,TOTAL,HA,328640
DE80,TOTAL,HA,1346640
DE91,TOTAL,HA,388910
DE92,TOTAL,HA,474460
DE93,TOTAL,HA,815170
DE94,TOTAL,HA,908360
DEA1,TOTAL,HA,224790
DEA2,TOTAL,HA,284850
DEA3,TOTAL,HA,399510
DEA4,TOTAL,HA,322020
DEA5,TOTAL,HA,257810
DEB1,TOTAL,HA,257750
DEB2,TOTAL,HA,178900
DEB3,TOTAL,HA,275100
DEC0,TOTAL,HA,72580
DED2,TOTAL,HA,356220
DED4,TOTAL,HA,310570
DED5,TOTAL,HA,230460
DEE0,TOTAL,HA,1152070
DEF0,TOTAL,HA,977700
DEG0,TOTAL,HA,772310
DK,TOTAL,HA,2627260
DK01,TOTAL,HA,108340
DK02,TOTAL,HA,469550
DK03,TOTAL,HA,774650
DK04,TOTAL,HA,781310
DK05,TOTAL,HA,493410
EE,TOTAL,HA,978360
EE00,TOTAL,HA,978360
FI,TOTAL,HA,2264330
FI19,TOTAL,HA,780680
FI1B,TOTAL,HA,180540
FI1C,TOTAL,HA,616080
FI1D,TOTAL,HA,672500
FI20,TOTAL,HA,14540
FR,TOTAL,HA,27201240
FR10,TOTAL,HA,558230
FRB0,TOTAL,HA,2255700
FRC1,TOTAL,HA,1752120
FRC2,TOTAL,HA,674990
FRD1,TOTAL,HA,1168310
FRD2,TOTAL,HA,762050
FRE1,TOTAL,HA,808270
FRE2,TOTAL,HA,1305380
FRF1,TOTAL,HA,331860
FRF2,TOTAL,HA,1552370
FRF3,TOTAL,HA,1132090
FRG0,TOTAL,HA,2063070
FRH0,TOTAL,HA,1610570
FRI1,TOTAL,HA,1403010
FRI2,TOTAL,HA,829640
FRI3,TOTAL,HA,1681200
FRJ1,TOTAL,HA,890510
FRJ2,TOTAL,HA,2419300
FRK1,TOTAL,HA,1425190
FRK2,TOTAL,HA,1451770
FRL0,TOTAL,HA,834500
FRM0,TOTAL,HA,161650
FRY1,TOTAL,HA,27820
FRY2,TOTAL,HA,19780
FRY3,TOTAL,HA,39820
FRY4,TOTAL,HA,36610
FRY5,TOTAL,HA,5420
HR,TOTAL,HA,1251720
HR02,TOTAL,HA,770600
HR03,TOTAL,HA,233940
HR05,TOTAL,HA,9250
HR06,TOTAL,HA,237930
HU,TOTAL,HA,5180080
HU11,TOTAL,HA,3250
HU12,TOTAL,HA,296400
HU21,TOTAL,HA,607340
HU22,TOTAL,HA,562040
HU23,TOTAL,HA,708630
HU31,TOTAL,HA,603640
HU32,TOTAL,HA,1124080
HU33,TOTAL,HA,1274680
IE,TOTAL,HA,6754350
IE04,TOTAL,HA,2389820
IE05,TOTAL,HA,2996090
IE06,TOTAL,HA,1368440
LU,TOTAL,HA,133010
LU00,TOTAL,HA,133010
LV,TOTAL,HA,1969440
LV00,TOTAL,HA,1969440
MT,TOTAL,HA,8880
MT00,TOTAL,HA,8880
NL,TOTAL,HA,1806130
NL11,TOTAL,HA,159250
NL12,TOTAL,HA,224810
NL13,TOTAL,HA,147310
NL21,TOTAL,HA,195800
NL22,TOTAL,HA,224340
NL23,TOTAL,HA,88880
NL32,TOTAL,HA,125260
NL34,TOTAL,HA,119730
NL35,TOTAL,HA,71100
NL36,TOTAL,HA,116490
NL41,TOTAL,HA,236160
NL42,TOTAL,HA,96990
NO,TOTAL,HA,980300
NO02,TOTAL,HA,202210
NO06,TOTAL,HA,163610
NO07,TOTAL,HA,87580
NO08,TOTAL,HA,203800
NO09,TOTAL,HA,94280
NO0A,TOTAL,HA,228810
PT,TOTAL,HA,3861150
PT11,TOTAL,HA,619020
PT15,TOTAL,HA,95330
PT19,TOTAL,HA,499020
PT1A,TOTAL,HA,28610
PT1B,TOTAL,HA,51940
PT1C,TOTAL,HA,2110740
PT1D,TOTAL,HA,331200
PT20,TOTAL,HA,120590
PT30,TOTAL,HA,4700
RO,TOTAL,HA,12550330
RO11,TOTAL,HA,1748960
RO12,TOTAL,HA,1614710
RO21,TOTAL,HA,1817780
RO22,TOTAL,HA,2176830
RO31,TOTAL,HA,2225640
RO32,TOTAL,HA,70500
RO41,TOTAL,HA,1439110
RO42,TOTAL,HA,1456790
SE,TOTAL,HA,2984100
SE11,TOTAL,HA,83330
SE12,TOTAL,HA,749020
SE21,TOTAL,HA,508790
SE22,TOTAL,HA,552040
SE23,TOTAL,HA,638760
SE31,TOTAL,HA,243190
SE32,TOTAL,HA,104260
SE33,TOTAL,HA,104700
SK,TOTAL,HA,1808140
SK01,TOTAL,HA,67910
SK02,TOTAL,HA,800870
SK03,TOTAL,HA,419710
SK04,TOTAL,HA,519650
AT,TOTAL,HLD,101040
AT11,TOTAL,HLD,5180
AT12,TOTAL,HLD,26980
AT13,TOTAL,HLD,460
AT21,TOTAL,HLD,9070
AT22,TOTAL,HLD,19550
AT31,TOTAL,HLD,20630
AT32,TOTAL,HLD,6670
AT33,TOTAL,HLD,9810
AT34,TOTAL,HLD,2690
BE,TOTAL,HLD,34250
BE10,TOTAL,HLD,70
BE21,TOTAL,HLD,3320
BE22,TOTAL,HLD,2690
BE23,TOTAL,HLD,5810
BE24,TOTAL,HLD,2520
BE25,TOTAL,HLD,7410
BE31,TOTAL,HLD,1010
BE32,TOTAL,HLD,3750
BE33,TOTAL,HLD,3230
BE34,TOTAL,HLD,2260
BE35,TOTAL,HLD,2170
CY,TOTAL,HLD,32020
CY00,TOTAL,HLD,32020
CZ,TOTAL,HLD,33170
CZ01,TOTAL,HLD,260
CZ02,TOTAL,HLD,4280
CZ03,TOTAL,HLD,5650
CZ04,TOTAL,HLD,2210
CZ05,TOTAL,HLD,4990
CZ06,TOTAL,HLD,9700
CZ07,TOTAL,HLD,3750
CZ08,TOTAL,HLD,2320
DE,TOTAL,HLD,255010
DE11,TOTAL,HLD,11940
DE12,TOTAL,HLD,4200
DE13,TOTAL,HLD,11460
DE14,TOTAL,HLD,9910
DE21,TOTAL,HLD,21870
DE22,TOTAL,HLD,13820
DE23,TOTAL,HLD,10080
DE24,TOTAL,HLD,7200
DE25,TOTAL,HLD,7510
DE26,TOTAL,HLD,7670
DE27,TOTAL,HLD,13420
DE30,TOTAL,HLD,50
DE40,TOTAL,HLD,5370
DE50,TOTAL,HLD,130
DE60,TOTAL,HLD,510
DE71,TOTAL,HLD,5140
DE72,TOTAL,HLD,3700
DE73,TOTAL,HLD,6460
DE80,TOTAL,HLD,4750
DE91,TOTAL,HLD,3710
DE92,TOTAL,HLD,5480
DE93,TOTAL,HLD,10120
DE94,TOTAL,HLD,14730
DEA1,TOTAL,HLD,4950
DEA2,TOTAL,HLD,5160
DEA3,TOTAL,HLD,10380
DEA4,TOTAL,HLD,7120
DEA5,TOTAL,HLD,5950
DEB1,TOTAL,HLD,5130
DEB2,TOTAL,HLD,3850
DEB3,TOTAL,HLD,6340
DEC0,TOTAL,HLD,1070
DED2,TOTAL,HLD,2580
DED4,TOTAL,HLD,2700
DED5,TOTAL,HLD,1210
DEE0,TOTAL,HLD,4150
DEF0,TOTAL,HLD,11630
DEG0,TOTAL,HLD,3590
DK,TOTAL,HLD,31310
DK01,TOTAL,HLD,2000
DK02,TOTAL,HLD,4960
DK03,TOTAL,HLD,8660
DK04,TOTAL,HLD,9530
DK05,TOTAL,HLD,6170
EE,TOTAL,HLD,10710
EE00,TOTAL,HLD,10710
FI,TOTAL,HLD,42270
FI19,TOTAL,HLD,16050
FI1B,TOTAL,HLD,2850
FI1C,TOTAL,HLD,10020
FI1D,TOTAL,HLD,13020
FI20,TOTAL,HLD,330
FR,TOTAL,HLD,360410
FR10,TOTAL,HLD,3950
FRB0,TOTAL,HLD,17600
FRC1,TOTAL,HLD,15080
FRC2,TOTAL,HLD,6280
FRD1,TOTAL,HLD,14340
FRD2,TOTAL,HLD,7430
FRE1,TOTAL,HLD,10560
FRE2,TOTAL,HLD,10820
FRF1,TOTAL,HLD,8230
FRF2,TOTAL,HLD,20750
FRF3,TOTAL,HLD,8580
FRG0,TOTAL,HLD,23230
FRH0,TOTAL,HLD,23990
FRI1,TOTAL,HLD,27900
FRI2,TOTAL,HLD,9390
FRI3,TOTAL,HLD,17370
FRJ1,TOTAL,HLD,20560
FRJ2,TOTAL,HLD,33540
FRK1,TOTAL,HLD,16340
FRK2,TOTAL,HLD,25790
FRL0,TOTAL,HLD,14970
FRM0,TOTAL,HLD,2540
FRY1,TOTAL,HLD,5150
FRY2,TOTAL,HLD,2040
FRY3,TOTAL,HLD,5480
FRY4,TOTAL,HLD,5380
FRY5,TOTAL,HLD,3140
HR,TOTAL,HLD,146830
HR02,TOTAL,HLD,58710
HR03,TOTAL,HLD,45030
HR05,TOTAL,HLD,2360
HR06,TOTAL,HLD,40720
HU,TOTAL,HLD,189640
HU11,TOTAL,HLD,280
HU12,TOTAL,HLD,11970
HU21,TOTAL,HLD,18720
HU22,TOTAL,HLD,19000
HU23,TOTAL,HLD,20900
HU31,TOTAL,HLD,20020
HU32,TOTAL,HLD,46550
HU33,TOTAL,HLD,52210
IE,TOTAL,HLD,128050
IE04,TOTAL,HLD,54930
IE05,TOTAL,HLD,50360
IE06,TOTAL,HLD,22760
LU,TOTAL,HLD,1830
LU00,TOTAL,HLD,1830
LV,TOTAL,HLD,56390
LV00,TOTAL,HLD,56390
MT,TOTAL,HLD,7980
MT00,TOTAL,HLD,7980
NL,TOTAL,HLD,50560
NL11,TOTAL,HLD,2430
NL12,TOTAL,HLD,4050
NL13,TOTAL,HLD,2660
NL21,TOTAL,HLD,6430
NL22,TOTAL,HLD,8530
NL23,TOTAL,HLD,1610
NL32,TOTAL,HLD,3290
NL34,TOTAL,HLD,2700
NL35,TOTAL,HLD,2270
NL36,TOTAL,HLD,4250
NL41,TOTAL,HLD,8900
NL42,TOTAL,HLD,3460
NO,TOTAL,HLD,36800
NO02,TOTAL,HLD,6610
NO06,TOTAL,HLD,5240
NO07,TOTAL,HLD,2800
NO08,TOTAL,HLD,5930
NO09,TOTAL,HLD,4240
NO0A,TOTAL,HLD,11970
PT,TOTAL,HLD,261500
PT11,TOTAL,HLD,99810
PT15,TOTAL,HLD,11540
PT19,TOTAL,HLD,68240
PT1A,TOTAL,HLD,2460
PT1B,TOTAL,HLD,2920
PT1C,TOTAL,HLD,29660
PT1D,TOTAL,HLD,25410
PT20,TOTAL,HLD,9260
PT30,TOTAL,HLD,12200
RO,TOTAL,HLD,2859360
RO11,TOTAL,HLD,434410
RO12,TOTAL,HLD,315280
RO21,TOTAL,HLD,590540
RO22,TOTAL,HLD,321530
RO31,TOTAL,HLD,518670
RO32,TOTAL,HLD,16890
RO41,TOTAL,HLD,464410
RO42,TOTAL,HLD,197640
SE,TOTAL,HLD,56170
SE11,TOTAL,HLD,1790
SE12,TOTAL,HLD,10860
SE21,TOTAL,HLD,8930
SE22,TOTAL,HLD,8590
SE23,TOTAL,HLD,13480
SE31,TOTAL,HLD,6360
SE32,TOTAL,HLD,2960
SE33,TOTAL,HLD,3200
SK,TOTAL,HLD,17520
SK01,TOTAL,HLD,640
SK02,TOTAL,HLD,6970
SK03,TOTAL,HLD,5210
SK04,TOTAL,HLD,4710
AT,TOTAL,LSU,2220340
AT11,TOTAL,LSU,30470
AT12,TOTAL,LSU,519520
AT13,TOTAL,LSU,80
AT21,TOTAL,LSU,175440
AT22,TOTAL,LSU,458290
AT31,TOTAL,LSU,704430
AT32,TOTAL,LSU,131590
AT33,TOTAL,LSU,145580
AT34,TOTAL,LSU,54930
BE,TOTAL,LSU,3394540
BE10,TOTAL,LSU,140
BE21,TOTAL,LSU,553120
BE22,TOTAL,LSU,207470
BE23,TOTAL,LSU,511900
BE24,TOTAL,LSU,104240
BE25,TOTAL,LSU,1123880
BE31,TOTAL,LSU,33230
BE32,TOTAL,LSU,237580
BE33,TOTAL,LSU,203540
BE34,TOTAL,LSU,228230
BE35,TOTAL,LSU,191220
CY,TOTAL,LSU,238670
CY00,TOTAL,LSU,238670
CZ,TOTAL,LSU,1632170
CZ01,TOTAL,LSU,5210
CZ02,TOTAL,LSU,277030
CZ03,TOTAL,LSU,368710
CZ04,TOTAL,LSU,96120
CZ05,TOTAL,LSU,311080
CZ06,TOTAL,LSU,344010
CZ07,TOTAL,LSU,145190
CZ08,TOTAL,LSU,84810
DE,TOTAL,LSU,15019910
DE11,TOTAL,LSU,403970
DE12,TOTAL,LSU,72190
DE13,TOTAL,LSU,175400
DE14,TOTAL,LSU,410570
DE21,TOTAL,LSU,726070
DE22,TOTAL,LSU,574350
DE23,TOTAL,LSU,369620
DE24,TOTAL,LSU,192960
DE25,TOTAL,LSU,295520
DE26,TOTAL,LSU,134050
DE27,TOTAL,LSU,574040
DE30,TOTAL,LSU,430
DE40,TOTAL,LSU,533380
DE50,TOTAL,LSU,6240
DE60,TOTAL,LSU,4620
DE71,TOTAL,LSU,96100
DE72,TOTAL,LSU,105860
DE73,TOTAL,LSU,229720
DE80,TOTAL,LSU,559860
DE91,TOTAL,LSU,82460
DE92,TOTAL,LSU,406090
DE93,TOTAL,LSU,874840
DE94,TOTAL,LSU,2931270
DEA1,TOTAL,LSU,293650
DEA2,TOTAL,LSU,173370
DEA3,TOTAL,LSU,1286250
DEA4,TOTAL,LSU,511790
DEA5,TOTAL,LSU,319020
DEB1,TOTAL,LSU,95410
DEB2,TOTAL,LSU,122730
DEB3,TOTAL,LSU,46840
DEC0,TOTAL,LSU,32220
DED2,TOTAL,LSU,173330
DED4,TOTAL,LSU,209360
DED5,TOTAL,LSU,104450
DEE0,TOTAL,LSU,522900
DEF0,TOTAL,LSU,1006950
DEG0,TOTAL,LSU,362010
DK,TOTAL,LSU,3592300
DK01,TOTAL,LSU,79210
DK02,TOTAL,LSU,309590
DK03,TOTAL,LSU,1160490
DK04,TOTAL,LSU,1183490
DK05,TOTAL,LSU,859530
EE,TOTAL,LSU,277020
EE00,TOTAL,LSU,277020
FI,TOTAL,LSU,892990
FI19,TOTAL,LSU,366540
FI1B,TOTAL,LSU,20650
FI1C,TOTAL,LSU,191280
FI1D,TOTAL,LSU,307720
FI20,TOTAL,LSU,6790
FR,TOTAL,LSU,19576860
FR10,TOTAL,LSU,36040
FRB0,TOTAL,LSU,594580
FRC1,TOTAL,LSU,914540
FRC2,TOTAL,LSU,495960
FRD1,TOTAL,LSU,1342670
FRD2,TOTAL,LSU,472570
FRE1,TOTAL,LSU,678900
FRE2,TOTAL,LSU,417430
FRF1,TOTAL,LSU,225820
FRF2,TOTAL,LSU,471530
FRF3,TOTAL,LSU,644620
FRG0,TOTAL,LSU,3005320
FRH0,TOTAL,LSU,4082460
FRI1,TOTAL,LSU,830420
FRI2,TOTAL,LSU,768200
FRI3,TOTAL,LSU,793140
FRJ1,TOTAL,LSU,202530
FRJ2,TOTAL,LSU,1142140
FRK1,TOTAL,LSU,1163840
FRK2,TOTAL,LSU,951180
FRL0,TOTAL,LSU,148740
FRM0,TOTAL,LSU,58860
FRY1,TOTAL,LSU,27510
FRY2,TOTAL,LSU,15650
FRY3,TOTAL,LSU,14950
FRY4,TOTAL,LSU,67860
FRY5,TOTAL,LSU,9390
HR,TOTAL,LSU,682090
HR02,TOTAL,LSU,380550
HR03,TOTAL,LSU,101540
HR05,TOTAL,LSU,5880
HR06,TOTAL,LSU,194120
HU,TOTAL,LSU,1964350
HU11,TOTAL,LSU,370
HU12,TOTAL,LSU,83970
HU21,TOTAL,LSU,234640
HU22,TOTAL,LSU,234790
HU23,TOTAL,LSU,282340
HU31,TOTAL,LSU,137380
HU32,TOTAL,LSU,521760
HU33,TOTAL,LSU,469110
IE,TOTAL,LSU,8672790
IE04,TOTAL,LSU,2390760
IE05,TOTAL,LSU,4323650
IE06,TOTAL,LSU,1958380
LU,TOTAL,LSU,157530
LU00,TOTAL,LSU,157530
LV,TOTAL,LSU,445090
LV00,TOTAL,LSU,445090
MT,TOTAL,LSU,29040
MT00,TOTAL,LSU,29040
NL,TOTAL,LSU,5980210
NL11,TOTAL,LSU,249370
NL12,TOTAL,LSU,524140
NL13,TOTAL,LSU,275590
NL21,TOTAL,LSU,852610
NL22,TOTAL,LSU,1126670
NL23,TOTAL,LSU,105210
NL32,TOTAL,LSU,151310
NL34,TOTAL,LSU,80970
NL35,TOTAL,LSU,233170
NL36,TOTAL,LSU,163060
NL41,TOTAL,LSU,1626330
NL42,TOTAL,LSU,591770
NO,TOTAL,LSU,1226790
NO02,TOTAL,LSU,233010
NO06,TOTAL,LSU,238750
NO07,TOTAL,LSU,100140
NO08,TOTAL,LSU,130080
NO09,TOTAL,LSU,97280
NO0A,TOTAL,LSU,427530
PT,TOTAL,LSU,2214300
PT11,TOTAL,LSU,294510
PT15,TOTAL,LSU,15210
PT19,TOTAL,LSU,498770
PT1A,TOTAL,LSU,22310
PT1B,TOTAL,LSU,49570
PT1C,TOTAL,LSU,621100
PT1D,TOTAL,LSU,486570
PT20,TOTAL,LSU,215110
PT30,TOTAL,LSU,11150
RO,TOTAL,LSU,4213210
RO11,TOTAL,LSU,729720
RO12,TOTAL,LSU,778780
RO21,TOTAL,LSU,747390
RO22,TOTAL,LSU,535890
RO31,TOTAL,LSU,505560
RO32,TOTAL,LSU,8380
RO41,TOTAL,LSU,408710
RO42,TOTAL,LSU,498790
SE,TOTAL,LSU,1633020
SE11,TOTAL,LSU,18720
SE12,TOTAL,LSU,328770
SE21,TOTAL,LSU,389530
SE22,TOTAL,LSU,319240
SE23,TOTAL,LSU,389990
SE31,TOTAL,LSU,92580
SE32,TOTAL,LSU,47890
SE33,TOTAL,LSU,46290
SK,TOTAL,LSU,534040
SK01,TOTAL,LSU,23580
SK02,TOTAL,LSU,225200
SK03,TOTAL,LSU,159950
SK04,TOTAL,LSU,125300
