DATAFLOW,LAST UPDATE,freq,unit,hhtyp,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PL,2010,61.88,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PL,2011,68.00,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PL,2012,70.12,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PL,2013,71.02,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PL,2014,73.78,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PL,2015,74.11,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PL,2016,79.64,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PL,2017,81.47,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PL,2018,82.66,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PL,2019,86.32,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PL,2020,90.36,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PL,2021,91.07,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PL,2022,92.56,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PL,2023,92.54,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PL,2024,95.55,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PL,2025,96.16,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PT,2004,23.63,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PT,2005,30.13,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PT,2006,32.57,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PT,2007,36.71,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PT,2008,43.20,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PT,2009,45.58,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PT,2010,52.70,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PT,2011,56.83,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PT,2012,60.96,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PT,2013,62.57,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PT,2014,65.35,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PT,2015,71.89,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PT,2016,74.78,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PT,2017,77.37,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PT,2018,79.60,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PT,2019,79.50,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PT,2020,84.05,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PT,2021,86.84,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PT,2022,87.30,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PT,2023,89.49,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PT,2024,89.52,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,PT,2025,90.74,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,RO,2006,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,RO,2007,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,RO,2008,27.83,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,RO,2009,59.97,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,RO,2010,60.68,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,RO,2011,63.15,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,RO,2012,56.81,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,RO,2013,62.50,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,RO,2014,62.98,b,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,RO,2015,71.91,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,RO,2016,74.19,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,RO,2017,77.23,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,RO,2018,81.75,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,RO,2019,83.48,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,RO,2020,87.71,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,RO,2021,90.26,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,RO,2022,89.64,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,RO,2023,91.84,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,RO,2024,94.60,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,RO,2025,95.15,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SE,2005,83.26,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SE,2006,83.64,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SE,2007,82.89,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SE,2008,87.89,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SE,2009,87.53,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SE,2010,89.37,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SE,2011,93.88,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SE,2012,91.59,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SE,2013,92.44,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SE,2014,90.27,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SE,2015,90.49,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SE,2016,94.33,b,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SE,2017,94.87,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SE,2018,93.52,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SE,2019,96.13,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SE,2020,94.18,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SE,2021,92.50,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SE,2022,93.23,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SE,2023,94.52,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SE,2024,95.54,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SE,2025,95.47,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SI,2004,53.87,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SI,2005,50.18,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SI,2006,51.87,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SI,2007,61.34,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SI,2008,60.10,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SI,2009,67.04,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SI,2010,74.89,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SI,2011,73.65,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SI,2012,77.43,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SI,2013,74.15,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SI,2014,75.42,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SI,2015,77.41,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SI,2016,78.36,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SI,2017,82.99,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SI,2018,88.05,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SI,2019,94.07,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SI,2020,90.99,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SI,2021,92.99,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SI,2022,93.09,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SI,2023,94.73,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SI,2024,94.40,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SI,2025,93.51,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SK,2004,23.21,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SK,2009,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SK,2012,75.99,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SK,2013,78.72,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SK,2014,80.93,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SK,2015,82.22,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SK,2016,81.59,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SK,2017,84.23,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SK,2018,84.57,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SK,2019,82.98,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SK,2020,86.75,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SK,2021,90.70,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SK,2022,91.87,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SK,2023,91.39,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SK,2024,90.72,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,SK,2025,91.80,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,TR,2025,95.96,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,UK,2004,64.70,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,UK,2005,64.24,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,UK,2006,69.58,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,UK,2007,68.64,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,UK,2008,73.93,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,UK,2009,76.08,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,UK,2010,83.78,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,UK,2011,83.51,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,UK,2012,87.75,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,UK,2013,87.82,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,UK,2014,92.54,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,UK,2015,92.10,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,UK,2016,94.14,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,UK,2017,93.18,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,UK,2018,95.17,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,UK,2019,96.99,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,UK,2020,96.64,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,XK,2018,94.73,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,XK,2019,94.59,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,XK,2020,96.48,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,XK,2024,98.92,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG2,XK,2025,99.33,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AL,2022,98.46,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AL,2023,96.67,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AL,2024,97.59,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AL,2025,98.86,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AT,2004,43.59,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AT,2005,43.85,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AT,2006,49.01,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AT,2007,55.72,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AT,2008,65.99,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AT,2009,66.47,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AT,2010,72.25,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AT,2011,74.76,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AT,2012,76.75,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AT,2013,79.50,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AT,2014,79.79,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AT,2015,79.93,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AT,2016,82.65,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AT,2017,87.98,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AT,2018,88.50,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AT,2019,88.07,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AT,2020,90.09,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AT,2021,93.43,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AT,2022,91.95,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AT,2023,93.66,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AT,2024,94.00,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,AT,2025,93.10,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BA,2023,79.80,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BA,2024,82.71,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BA,2025,87.25,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BE,2005,40.98,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BE,2006,44.35,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BE,2007,50.28,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BE,2008,58.34,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BE,2009,59.91,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BE,2010,64.41,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BE,2011,73.70,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BE,2012,77.85,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BE,2013,81.89,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BE,2014,83.15,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BE,2015,81.97,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BE,2016,85.59,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BE,2017,85.25,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BE,2018,85.54,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BE,2019,89.89,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BE,2020,90.53,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BE,2021,90.16,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BE,2022,92.80,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BE,2023,92.95,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BE,2024,93.87,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BE,2025,93.83,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BG,2004,3.89,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BG,2007,8.69,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BG,2008,14.84,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BG,2009,18.11,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BG,2010,20.70,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BG,2011,31.38,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BG,2012,44.69,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BG,2013,33.77,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BG,2014,38.52,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BG,2015,40.10,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BG,2016,48.02,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BG,2017,52.05,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BG,2018,60.28,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BG,2019,62.22,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BG,2020,65.13,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BG,2021,72.32,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BG,2022,81.89,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BG,2023,80.43,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BG,2024,85.61,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,BG,2025,86.56,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,CH,2014,87.51,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,CH,2017,90.82,b,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,CH,2019,95.37,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,CH,2021,96.83,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,CH,2023,99.33,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,CH,2025,99.61,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,CY,2004,45.27,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,CY,2005,16.25,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,CY,2006,27.11,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,CY,2007,27.47,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,HH_DEG3,CY,2008,33.07,,
